,chr,start,end,healthy1-V,healthy2-V,healthy3-V,nbl1-V,nbl2-V,nbl3-V
4257,chr1,6049817,6049933,0.958333,0.974359,1.0,0.875,1.0,0.888889
4258,chr1,6050154,6050258,1.0,1.0,1.0,1.0,0.935484,1.0
4259,chr1,6051089,6051153,1.0,1.0,0.962963,0.930769,0.975,0.583333
4260,chr1,6051170,6051297,0.666667,0.5,0.454545,0.684211,0.875,0.0
4261,chr1,6051630,6051692,0.0,0.0,0.0138889,0.0116279,0.0,0.0568182
4262,chr1,6051707,6051742,0.0,0.0,0.0,0.057971,0.0,0.0909091
4263,chr1,6051754,6051814,0.0,0.0,0.0,0.0139535,0.0287356,0.0
4264,chr1,6051833,6051886,0.0,0.0,0.0,0.0189394,0.0227273,0.0
4265,chr1,6052267,6052331,0.0,0.0,0.0,0.0448718,0.0681818,0.025641
4266,chr1,6052332,6052388,0.0,0.0,0.0,0.015625,0.0178571,0.0277778
4267,chr1,6052713,6052811,0.0,0.0,0.0,0.0111111,0.0192308,0.0142857
4268,chr1,6052868,6052897,0.0555556,0.0,0.0,0.0144928,0.0196078,0.0444444
4269,chr1,6052898,6052973,0.0192308,0.0128205,0.00331126,0.0053313,0.0316206,0.0316742
4270,chr1,6052974,6053145,0.0,0.0,0.0,0.0,0.0166667,0.0
4271,chr1,6053177,6053231,0.0,0.0,0.0,0.0,0.0769231,0.0
4272,chr1,6053269,6053344,0.0,0.0,0.0,0.0181818,0.0461538,0.0444444
4273,chr1,6053641,6053751,0.0,0.0,0.0,0.0416667,0.25,0.166667
4274,chr1,6054784,6054948,0.25,0.0,0.0,0.916667,1.0,1.0
4275,chr1,6065727,6065852,0.75,1.0,1.0,1.0,1.0,1.0
4276,chr1,6079505,6079654,1.0,1.0,1.0,0.75,0.9,0.75
4277,chr1,6079883,6079970,0.969697,1.0,0.647059,0.861111,0.965517,1.0
4278,chr1,6079971,6080128,1.0,1.0,1.0,1.0,1.0,0.964286
4279,chr1,6086035,6086163,0.0,0.0,0.333333,0.0,1.0,1.0
4280,chr1,6086483,6086520,0.0,0.0,0.025,0.0384615,0.902778,0.80303
4281,chr1,6086715,6086842,0.0,0.0,0.0,0.625,0.933333,1.0
4282,chr1,6088485,6088559,0.0333333,0.0740741,0.0,0.975309,0.894737,0.970588
4283,chr1,6094713,6094798,0.466667,0.333333,0.8,0.417112,0.0689655,0.114286
4284,chr1,6095461,6095512,0.919355,0.94898,0.964286,0.974194,0.988636,0.973684
4285,chr1,6095513,6095625,0.818182,1.0,0.969697,0.96,0.916667,1.0
4286,chr1,6100657,6100690,0.922222,0.973214,0.98125,0.972243,0.9699,0.958333
4287,chr1,6101034,6101138,0.590909,0.590909,0.6,0.907216,0.927083,0.9375
4288,chr1,6101692,6101721,0.761905,0.73913,0.692308,0.2,0.269231,0.666667
4289,chr1,6101722,6101770,0.735632,0.621359,0.651376,0.608108,0.606557,0.735632
4290,chr1,6106358,6106468,1.0,1.0,1.0,0.989691,0.888889,1.0
4291,chr1,6106469,6106538,1.0,0.823529,0.967742,0.956897,0.97561,0.909091
4292,chr1,6108507,6108609,1.0,0.9,1.0,0.333333,0.37037,0.181818
4293,chr1,6108844,6108915,0.821429,0.771429,0.869565,0.375,0.540541,0.777778
4294,chr1,6114314,6114410,0.870968,0.761905,0.9375,1.0,1.0,0.857143
4295,chr1,6117734,6117799,0.707317,0.952381,1.0,0.920455,0.928571,0.833333
4296,chr1,6118466,6118525,0.614035,0.415094,0.571429,0.025,0.0810811,0.0833333
4297,chr1,6119789,6119914,0.333333,1.0,0.333333,0.555556,0.0,0.666667
4298,chr1,6121160,6121294,1.0,1.0,1.0,0.1,1.0,1.0
4299,chr1,6121295,6121386,1.0,0.866667,1.0,0.0,0.863636,1.0
4300,chr1,6121424,6121455,0.888889,0.923077,0.777778,0.709677,0.965517,0.966102
4301,chr1,6125175,6125228,0.988095,0.934783,0.96875,0.888889,1.0,1.0
4302,chr1,6125229,6125353,1.0,1.0,1.0,0.32,0.9,0.538462
4303,chr1,6126115,6126166,0.959184,0.962963,0.977778,0.975,0.977273,1.0
4304,chr1,6126167,6126194,0.964286,0.962121,1.0,0.949438,0.957143,0.892857
4305,chr1,6126195,6126256,0.92,0.978723,0.969136,0.970555,0.981132,0.948454
4306,chr1,6126257,6126297,0.872222,0.947368,0.98913,0.955817,0.972222,0.987805
4307,chr1,6126298,6126377,0.928571,0.891304,0.923077,0.951613,0.958333,1.0
4308,chr1,6126378,6126469,0.977778,0.948718,1.0,0.9,1.0,0.916667
4309,chr1,6126470,6126523,1.0,0.972222,0.972222,0.974359,1.0,1.0
4310,chr1,6126991,6127064,1.0,0.95,1.0,1.0,0.96,1.0
4311,chr1,6129479,6129512,0.913043,1.0,1.0,0.848361,0.928571,0.444444
4312,chr1,6130853,6130926,1.0,0.95,0.894737,0.948454,0.958333,1.0
4313,chr1,6137604,6137658,0.951923,0.886364,0.886364,0.919753,0.924731,0.979167
4314,chr1,6137659,6137708,0.846154,0.787234,0.970588,0.898148,0.666667,0.794872
4315,chr1,6137709,6137767,0.909091,0.931818,0.934783,0.972399,0.84058,0.861386
4316,chr1,6140432,6140551,1.0,0.833333,0.888889,0.862745,0.888889,0.974359
4317,chr1,6140552,6140588,0.738806,0.7,0.537037,0.803922,0.815385,0.885714
4318,chr1,6140625,6140699,0.833333,0.957447,0.857143,0.875,0.866667,1.0
4319,chr1,6142143,6142219,0.814286,0.733333,0.913793,0.919811,0.942857,0.913043
4320,chr1,6142220,6142328,0.925926,0.973684,0.8,0.860215,0.888889,0.921053
4321,chr1,6142329,6142385,0.94186,0.881579,0.982759,0.848837,0.920635,0.933333
4322,chr1,6142964,6143069,1.0,0.869565,1.0,0.637681,0.916667,0.875
4323,chr1,6143070,6143198,1.0,0.666667,0.866667,0.71875,0.916667,1.0
4324,chr1,6143441,6143556,1.0,1.0,1.0,0.96875,1.0,1.0
4325,chr1,6143557,6143596,0.970588,0.949153,0.985507,0.969892,0.990196,0.965909
4326,chr1,6143597,6143666,1.0,0.75,0.962963,0.901316,0.636364,0.794118
4327,chr1,6143667,6143707,0.869565,0.930233,1.0,0.959184,0.981481,1.0
4328,chr1,6143708,6143755,0.967742,0.895425,0.947368,0.938534,0.977273,0.95
4329,chr1,6145825,6145871,0.902439,0.956522,0.981818,0.957672,0.972973,0.962963
4330,chr1,6145872,6145979,0.972973,1.0,0.8125,0.883495,0.918919,1.0
4331,chr1,6147134,6147248,1.0,1.0,1.0,0.923077,1.0,0.857143
4332,chr1,6147256,6147353,0.933333,0.964286,0.944444,0.947368,0.869565,1.0
4333,chr1,6147354,6147487,0.833333,1.0,0.833333,1.0,0.962963,1.0
4334,chr1,6147488,6147603,0.916667,1.0,0.833333,0.823529,0.9375,0.962963
4335,chr1,6147604,6147724,1.0,1.0,0.861111,0.8,0.96875,0.833333
4336,chr1,6149237,6149307,0.924731,0.784091,0.744186,0.814035,0.945652,0.983333
4337,chr1,6149450,6149502,0.936,0.948276,0.893617,0.9375,0.923913,0.92
4338,chr1,6150374,6150511,1.0,1.0,0.933333,0.918919,0.906977,0.833333
4339,chr1,6150512,6150559,0.940476,0.981481,0.918367,0.956175,0.960227,0.982759
4340,chr1,6150560,6150636,0.948276,0.955556,0.882353,0.937198,0.880952,0.875
4341,chr1,6155008,6155167,1.0,1.0,1.0,1.0,1.0,1.0
4342,chr1,6155324,6155400,1.0,0.875,0.968254,0.938242,0.925926,0.807018
4343,chr1,6155401,6155482,0.952381,0.866667,0.923077,0.954373,0.944444,1.0
4344,chr1,6156738,6156913,0.8,0.6,0.8,0.916667,1.0,1.0
4345,chr1,6157982,6158108,0.666667,0.923077,0.75,0.871212,0.947368,0.972222
4346,chr1,6158109,6158165,0.836207,0.838235,0.68,0.454338,0.942308,0.980769
4347,chr1,6159451,6159516,0.921053,1.0,1.0,0.990826,0.926471,0.965517
4348,chr1,6159517,6159591,0.71875,0.637931,0.65,0.875,1.0,1.0
4349,chr1,6160374,6160506,1.0,0.8,1.0,0.942857,1.0,1.0
4350,chr1,6162700,6162743,0.688889,0.802817,0.648649,0.895973,0.932432,0.875
4351,chr1,6164735,6164791,1.0,0.958333,0.961538,0.972603,0.909091,0.857143
4352,chr1,6166369,6166402,0.757576,0.826087,0.7,0.836066,0.97619,0.904762
4353,chr1,6166409,6166434,0.926829,0.882353,0.876923,0.835214,0.945455,0.916667
4354,chr1,6166455,6166503,0.0,0.0,0.0,0.0238095,0.0833333,0.0
4355,chr1,6166517,6166651,1.0,0.909091,1.0,0.797297,0.967033,0.918367
4356,chr1,6166652,6166695,0.928571,0.934783,0.928571,0.807843,0.983051,0.857143
4357,chr1,6166696,6166745,0.93007,0.967347,0.93007,0.96068,0.917889,0.900763
4358,chr1,6166757,6166787,0.921875,0.857143,0.916667,0.955102,1.0,0.826087
4359,chr1,6169375,6169523,0.0,0.0,0.0,0.153846,0.444444,0.555556
4360,chr1,6169524,6169606,0.882353,0.644068,0.791667,0.734375,0.974684,0.88
4361,chr1,6170013,6170075,0.740625,0.689362,0.52,0.774725,0.880795,0.348684
4362,chr1,6170076,6170139,0.941667,0.844444,0.671053,0.968198,0.956897,0.949153
4363,chr1,6170676,6170808,0.888889,0.5,0.75,0.78125,0.941176,0.6
4364,chr1,6171518,6171654,1.0,0.75,1.0,0.866667,0.846154,1.0
4365,chr1,6171655,6171755,0.959184,0.981818,0.915663,0.602041,0.439394,0.971429
4366,chr1,6171756,6171816,0.807692,0.878049,0.913978,0.0180995,0.036036,0.876543
4367,chr1,6171817,6171870,0.936782,0.945946,0.956897,0.0266667,0.152778,0.958333
4368,chr1,6173942,6174030,0.954545,0.772727,1.0,1.0,1.0,0.666667
4369,chr1,6184641,6184681,0.931559,0.965686,0.979167,0.969832,0.977941,0.974359
4370,chr1,6184764,6184859,1.0,0.866667,1.0,0.962963,1.0,1.0
4371,chr1,6184860,6184919,1.0,0.333333,0.864865,0.921986,0.972973,1.0
4372,chr1,6184920,6184996,0.909091,0.954545,0.953125,0.945607,1.0,0.888889
4373,chr1,6186428,6186526,0.942857,0.931818,0.958333,0.942857,0.964286,0.888889
4374,chr1,6187671,6187743,0.439024,0.526316,0.259259,0.272727,0.705882,0.714286
4375,chr1,6187744,6187791,0.439024,0.106667,0.275862,0.108974,1.0,1.0
4376,chr1,6187792,6187899,0.121622,0.103896,0.0,0.0283019,0.983607,0.722222
4377,chr1,6188094,6188205,0.407407,0.296296,0.402778,0.132,0.986667,0.962963
4378,chr1,6188206,6188330,0.333333,0.6875,0.777778,0.416667,1.0,1.0
4379,chr1,6195337,6195503,1.0,1.0,0.928571,1.0,0.964286,1.0
4380,chr1,6195504,6195547,1.0,1.0,1.0,0.954545,1.0,1.0
4381,chr1,6196212,6196313,1.0,0.5,1.0,0.682927,0.851852,0.5
4382,chr1,6201228,6201266,1.0,0.882353,0.952381,0.958333,1.0,1.0
4383,chr1,6202074,6202144,0.95,0.912281,0.974359,0.941176,0.888889,0.833333
4384,chr1,6204828,6204879,0.805556,0.864865,0.815789,0.736364,0.702703,0.909091
4385,chr1,6206054,6206229,1.0,1.0,1.0,0.818182,1.0,0.916667
4386,chr1,6206714,6206847,1.0,1.0,1.0,0.933333,0.92,1.0
4387,chr1,6216923,6216952,0.913793,0.933333,0.961538,0.973485,0.977273,0.975
4388,chr1,6218257,6218387,0.9375,1.0,1.0,0.884615,0.888889,0.722222
4389,chr1,6221031,6221120,0.572917,0.7,0.777778,0.839506,0.833333,1.0
4390,chr1,6221905,6222017,0.0714286,0.0333333,0.25,0.914286,0.9375,1.0
4391,chr1,6225967,6226058,0.882353,0.925926,0.95,0.913793,0.933333,0.875
4392,chr1,6226490,6226539,0.96875,1.0,0.904762,0.939394,0.714286,0.875
4393,chr1,6228148,6228187,0.868613,0.847458,0.862069,0.756522,0.932203,0.857143
4394,chr1,6230361,6230493,0.833333,0.888889,0.857143,0.5,0.954545,1.0
4395,chr1,6237939,6238063,0.875,0.916667,0.846154,0.904762,0.981481,0.944444
4396,chr1,6239364,6239462,0.00952381,0.0,0.0357143,0.0544218,0.1,0.021978
4397,chr1,6239463,6239513,0.00793651,0.0333333,0.0223881,0.0194986,0.0421053,0.06
4398,chr1,6239514,6239574,0.0,0.266667,0.0,0.034375,0.0,0.0333333
4399,chr1,6239575,6239644,0.0160256,0.0,0.0,0.086985,0.032634,0.0137363
4400,chr1,6239645,6239723,0.013986,0.0205761,0.0138889,0.0263368,0.0193237,0.0138889
4401,chr1,6239724,6239764,0.0159363,0.0103896,0.0,0.0250245,0.03663,0.0384615
4402,chr1,6239812,6239879,0.0148148,0.00694444,0.0116959,0.0382276,0.0175439,0.0643275
4403,chr1,6239880,6239907,0.0,0.0,0.0,0.0336134,0.0,0.0
4404,chr1,6239908,6239947,0.0,0.0,0.003663,0.0146299,0.0126984,0.0164835
4405,chr1,6239948,6240086,0.00961538,0.0,0.0,0.00361011,0.0,0.0307692
4406,chr1,6240087,6240126,0.0,0.0,0.0,0.0294985,0.0416667,0.075
4407,chr1,6240127,6240159,0.0,0.00961538,0.0,0.0272374,0.0,0.1
4408,chr1,6240297,6240339,0.0035461,0.0181159,0.0213675,0.0313901,0.0645161,0.0166667
4409,chr1,6240340,6240404,0.0392157,0.0196078,0.0151515,0.0372881,0.0588235,0.0
4410,chr1,6240405,6240454,0.0,0.0,0.0131579,0.0233161,0.0,0.0222222
4411,chr1,6240455,6240510,0.0425532,0.0254237,0.0266667,0.0319635,0.0289855,0.0229885
4412,chr1,6240540,6240615,0.0160256,0.0139165,0.00207469,0.0333025,0.0429799,0.0416667
4413,chr1,6240616,6240657,0.00540541,0.0142857,0.0,0.0112867,0.0666667,0.0296296
4414,chr1,6240658,6240777,0.0615385,0.0576923,0.179487,0.0323034,0.286174,0.0384615
4415,chr1,6252479,6252614,1.0,1.0,1.0,0.5,1.0,1.0
4416,chr1,6259338,6259393,0.0,0.0,0.0,0.0147059,0.0526316,0.0
4417,chr1,6259412,6259490,0.0,0.0,0.00480769,0.0181518,0.0223214,0.0208333
4418,chr1,6259491,6259559,0.0,0.0,0.0,0.00677966,0.0181818,0.025
4419,chr1,6264040,6264171,1.0,1.0,1.0,1.0,1.0,1.0
4420,chr1,6265806,6265841,0.0740741,0.16,0.130435,0.944444,0.95,1.0
4421,chr1,6265842,6265878,0.0818182,0.0625,0.112245,0.972222,0.969072,0.987013
4422,chr1,6265894,6265992,0.0,0.0,0.02,0.969466,0.978495,0.981132
4423,chr1,6265998,6266089,0.0,0.0,0.0,0.965636,0.973214,1.0
4424,chr1,6266090,6266127,0.00775194,0.0,0.0,0.983161,0.985294,0.964286
4425,chr1,6266128,6266213,0.0,0.0,0.0138889,0.976596,0.966667,0.979167
4426,chr1,6266239,6266285,0.00765306,0.0,0.0021978,0.953791,0.987055,0.993197
4427,chr1,6266286,6266333,0.0,0.0,0.0,0.978374,0.973373,0.952941
4428,chr1,6266334,6266415,0.0,0.0,0.0,0.933908,0.979487,0.939394
4429,chr1,6266416,6266521,0.00694444,0.0147059,0.015625,0.971591,0.981481,0.973684
4430,chr1,6266733,6266830,0.0714286,0.102941,0.0916667,0.990291,0.977941,0.989583
4431,chr1,6266831,6266922,0.230769,0.0526316,0.1,0.958333,0.935484,0.961538
4432,chr1,6268662,6268836,0.166667,0.538462,0.25,0.0,0.5,0.333333
4433,chr1,6269106,6269141,0.0,0.0,0.0,0.0,0.0,0.0
4434,chr1,6270786,6270901,1.0,1.0,1.0,0.933333,0.954545,1.0
4435,chr1,6271679,6271759,0.870968,0.740741,0.928571,0.983264,0.9875,0.972222
4436,chr1,6272027,6272110,0.980952,0.9,0.85,0.988889,0.986667,0.985714
4437,chr1,6276713,6276780,0.903614,1.0,0.925,0.96729,0.936047,0.984848
4438,chr1,6279316,6279477,0.75,0.5,1.0,0.826087,1.0,0.869565
4439,chr1,6285075,6285124,0.871795,1.0,0.964286,0.858108,0.606061,0.714286
4440,chr1,6293010,6293208,1.0,0.833333,1.0,0.833333,0.97619,1.0
4441,chr1,6294656,6294849,0.857143,0.866667,0.833333,0.666667,0.555556,0.5
4442,chr1,6295430,6295620,0.0,0.0,0.0,0.0,0.0166667,0.0
4443,chr1,6295621,6295694,0.0,0.0,0.0,0.0147225,0.0108696,0.00595238
4444,chr1,6295695,6295746,0.0,0.0,0.00925926,0.011994,0.021164,0.171717
4445,chr1,6295767,6295823,0.0,0.0,0.0,0.0227273,0.0277778,0.0192308
4446,chr1,6295863,6295941,0.0,0.0,0.0,0.0135823,0.0160428,0.0
4447,chr1,6295942,6295976,0.0,0.0,0.0205479,0.00324675,0.0153061,0.0
4448,chr1,6295977,6296004,0.0208333,0.0,0.0,0.0144928,0.02,0.0263158
4449,chr1,6296029,6296059,0.0,0.0,0.0,0.0,0.0119048,0.0217391
4450,chr1,6296065,6296119,0.0,0.0,0.0,0.00641026,0.0238095,0.0
4451,chr1,6296140,6296195,0.0,0.0,0.0,0.0,0.0238095,0.0
4452,chr1,6296645,6296735,0.68254,0.846939,0.777778,1.0,0.958333,1.0
4453,chr1,6296934,6297051,0.916667,0.903226,0.705882,0.885714,0.781818,0.888889
4454,chr1,6300385,6300509,0.0,0.555556,0.285714,0.888889,0.842105,0.944444
4455,chr1,6302056,6302168,0.0,0.0,0.0,0.130137,0.945946,0.90625
4456,chr1,6302356,6302425,0.00617284,0.00653595,0.0,0.0062422,0.633484,0.964706
4457,chr1,6302426,6302518,0.0,0.0,0.0,0.00358423,0.429688,0.931507
4458,chr1,6302519,6302604,0.0,0.00900901,0.00826446,0.0,0.747748,0.952381
4459,chr1,6302638,6302691,0.00543478,0.0125,0.0390625,0.0267857,0.726852,0.991667
4460,chr1,6302702,6302728,0.0273224,0.0,0.0,0.0310391,0.616352,0.991228
4461,chr1,6304286,6304340,0.462963,0.422222,0.294118,0.977778,0.979592,1.0
4462,chr1,6304341,6304440,0.138889,0.0,0.222222,0.896825,0.930556,0.555556
4463,chr1,6304441,6304576,0.0,0.0,0.0,0.766667,0.933333,0.4375
4464,chr1,6304611,6304790,0.0,0.0,0.0,0.793103,0.888889,0.35
4465,chr1,6304791,6304918,0.0,0.0,0.142857,0.4,0.576923,0.125
4466,chr1,6304919,6304962,0.0,0.12766,0.0,0.198675,0.227273,0.0526316
4467,chr1,6305399,6305509,0.0416667,0.0,0.0,0.0125,0.0138889,0.0
4468,chr1,6305510,6305548,0.116667,0.0864198,0.0526316,0.0151515,0.0325203,0.102564
4469,chr1,6305724,6305783,0.00952381,0.0,0.0,0.030303,0.0238095,0.037037
4470,chr1,6305811,6305894,0.0285714,0.2,0.0666667,0.00377358,0.0493827,0.0
4471,chr1,6305895,6305979,0.0409357,0.0386473,0.0670391,0.0,0.00806452,0.0246914
4472,chr1,6305980,6306006,0.0147059,0.0390625,0.00961538,0.0102459,0.0,0.0
4473,chr1,6306017,6306046,0.0322581,0.05,0.037037,0.0240964,0.0344828,0.0208333
4474,chr1,6306076,6306125,0.0,0.0481928,0.0,0.0294118,0.0,0.0
4475,chr1,6306126,6306192,0.0,0.0,0.0,0.0,0.0,0.0
4476,chr1,6306193,6306269,0.0,0.0,0.0294118,0.0166667,0.011236,0.025
4477,chr1,6306270,6306335,0.0384615,0.03,0.0238095,0.0271739,0.0,0.0681818
4478,chr1,6306336,6306376,0.0,0.0294118,0.0416667,0.0308642,0.0185185,0.0
4479,chr1,6306377,6306519,0.0,0.150943,0.333333,0.0,0.0,0.0
4480,chr1,6309179,6309207,0.109589,0.0114943,0.0,0.0900474,0.967742,0.944444
4481,chr1,6309208,6309250,0.0,0.0,0.0229885,0.0288462,0.952703,0.975
4482,chr1,6309251,6309348,0.0,0.0,0.023622,0.0327869,0.976401,0.923913
4483,chr1,6309349,6309389,0.04,0.00625,0.0,0.027027,0.972112,0.964286
4484,chr1,6309390,6309510,0.0,0.0,0.0123457,0.0301724,0.987302,0.98895
4485,chr1,6309511,6309537,0.0,0.0,0.0,0.025,0.953125,0.957317
4486,chr1,6309553,6309624,0.0163934,0.0,0.0,0.0510753,0.974265,0.964567
4487,chr1,6309625,6309669,0.0278746,0.00571429,0.0341615,0.0340852,0.985714,0.990783
4488,chr1,6309670,6309759,0.177305,0.00699301,0.0705128,0.123435,0.967456,0.972527
4489,chr1,6309787,6309933,0.0,0.0388889,0.0327869,0.0350877,0.978378,0.928803
4490,chr1,6309934,6309975,0.0350877,0.00854701,0.0114943,0.064257,0.969697,1.0
4491,chr1,6316858,6317006,0.888889,1.0,0.333333,0.555556,0.964912,0.6
4492,chr1,6320055,6320117,0.0,0.0,0.0,0.0714286,0.318182,0.0714286
4493,chr1,6320118,6320158,0.0,0.0,0.025,0.0074813,0.0292398,0.0222222
4494,chr1,6320180,6320252,0.0,0.0,0.0,0.0383142,0.0142857,0.06
4495,chr1,6320289,6320329,0.0,0.0,0.0,0.0265193,0.0342857,0.0296296
4496,chr1,6320330,6320381,0.0,0.0,0.0,0.00900901,0.0530303,0.0784314
4497,chr1,6320837,6320900,0.0,0.0151515,0.0,0.0173554,0.026936,0.0505051
4498,chr1,6320935,6320955,0.0,0.166667,0.0,0.0,0.1,0.0625
4499,chr1,6320956,6321016,0.00886918,0.00455235,0.0031348,0.0210526,0.0311005,0.0230769
4500,chr1,6321047,6321149,0.0,0.0,0.0,0.0263158,0.0,0.0
4501,chr1,6321158,6321193,0.0,0.0,0.00490196,0.0245902,0.0227273,0.0540541
4502,chr1,6321334,6321412,0.0,0.0,0.0,0.0181406,0.010582,0.0261438
4503,chr1,6321467,6321624,0.0,0.0,0.0,0.117647,0.111111,0.0
4504,chr1,6321625,6321693,0.0,0.100775,0.0583333,0.106195,0.0630631,0.025641
4505,chr1,6321694,6321736,0.047619,0.0,0.0,0.418182,0.0416667,0.0
4506,chr1,6321737,6321814,0.180556,0.205479,0.118644,0.705263,0.313725,0.0444444
4507,chr1,6322787,6322837,1.0,0.953488,1.0,0.941176,0.891892,1.0
4508,chr1,6322838,6322886,0.608247,0.657143,0.650794,0.572222,0.588889,0.659574
4509,chr1,6323182,6323295,0.47619,0.470588,0.333333,0.378641,0.769231,0.933333
4510,chr1,6327902,6328051,1.0,0.857143,1.0,1.0,0.875,1.0
4511,chr1,6330487,6330607,1.0,0.6,1.0,0.652174,0.785714,0.375
4512,chr1,6331863,6332044,0.555556,1.0,1.0,0.870968,0.894737,0.6
4513,chr1,6332045,6332072,0.961538,0.95,1.0,0.992857,0.961538,1.0
4514,chr1,6334520,6334571,0.956863,0.983871,0.972222,0.959155,0.97549,0.981818
4515,chr1,6337610,6337798,0.666667,0.8,1.0,0.916667,1.0,0.866667
4516,chr1,6340984,6341010,0.95,0.894737,0.75,0.897059,0.857143,0.956522
4517,chr1,6342385,6342434,0.769231,0.927273,0.807692,0.90625,0.628571,0.348837
4518,chr1,6344492,6344559,1.0,1.0,1.0,1.0,0.947368,0.9
4519,chr1,6349203,6349319,0.975,1.0,1.0,0.555556,0.991667,0.97
4520,chr1,6350087,6350187,0.793103,1.0,0.909091,0.882353,0.923077,0.5
4521,chr1,6358596,6358671,1.0,0.809524,1.0,0.970588,0.914286,1.0
4522,chr1,6359631,6359664,0.938776,0.931818,0.967742,0.904762,0.818182,0.916667
4523,chr1,6360548,6360579,1.0,1.0,1.0,0.981651,1.0,1.0
4524,chr1,6360580,6360608,1.0,1.0,1.0,1.0,1.0,1.0
4525,chr1,6360609,6360636,0.784314,0.962963,0.833333,0.956962,0.98374,0.963855
4526,chr1,6360637,6360665,0.911765,0.941176,1.0,0.984556,0.97561,0.982143
4527,chr1,6360666,6360693,1.0,0.97619,0.916667,0.969419,0.979798,1.0
4528,chr1,6360694,6360723,1.0,1.0,1.0,0.990826,0.969697,1.0
4529,chr1,6360724,6360814,1.0,0.974359,1.0,0.960784,1.0,0.909091
4530,chr1,6360815,6360849,1.0,1.0,1.0,1.0,1.0,0.9375
4531,chr1,6360850,6360877,1.0,1.0,0.958333,0.971014,0.975,1.0
4532,chr1,6360912,6361032,1.0,0.9,0.875,0.931818,1.0,1.0
4533,chr1,6361864,6361969,1.0,0.894737,0.888889,0.444444,0.947368,1.0
4534,chr1,6365073,6365121,0.945205,0.791045,0.958333,0.911504,0.95,0.779221
4535,chr1,6365122,6365153,0.333333,0.1,0.125,0.921053,0.916667,0.916667
4536,chr1,6365249,6365280,0.96875,0.9,0.952381,0.982278,0.933333,0.982456
4537,chr1,6365425,6365487,0.976744,0.842105,0.8,0.983051,0.90625,0.75
4538,chr1,6365737,6365852,1.0,0.933333,1.0,1.0,0.9,1.0
4539,chr1,6368574,6368667,1.0,1.0,0.875,1.0,1.0,1.0
4540,chr1,6371414,6371514,1.0,0.789474,0.923077,0.957447,0.925926,0.933333
4541,chr1,6372112,6372206,0.673913,0.613333,0.69697,0.964912,0.985507,0.952381
4542,chr1,6377607,6377703,0.78125,0.857143,0.928571,0.181818,0.804348,0.633333
4543,chr1,6381735,6381850,1.0,1.0,0.807692,0.964286,1.0,0.944444
4544,chr1,6384143,6384235,0.944444,0.818182,1.0,0.967105,1.0,1.0
4545,chr1,6387236,6387288,0.888889,1.0,0.891892,0.991071,0.978723,1.0
4546,chr1,6387317,6387441,0.0,1.0,1.0,1.0,1.0,1.0
4547,chr1,6387959,6387993,1.0,1.0,1.0,0.952381,1.0,0.956522
4548,chr1,6388666,6388805,1.0,0.75,1.0,0.916667,1.0,1.0
4549,chr1,6389450,6389576,1.0,0.857143,1.0,1.0,0.904762,1.0
4550,chr1,6391403,6391478,0.865385,0.965517,1.0,0.949495,0.982759,0.985294
4551,chr1,6392042,6392100,0.783784,0.909091,0.770833,0.96,0.905172,0.887097
4552,chr1,6392101,6392131,0.943396,0.8,0.926829,0.875,0.913793,0.909091
4553,chr1,6392132,6392257,1.0,0.9,0.875,1.0,0.923077,1.0
4554,chr1,6393661,6393718,0.946429,0.97449,0.966216,0.928994,0.982558,0.895833
4555,chr1,6398594,6398674,0.878049,0.725,0.6,0.893939,1.0,0.928571
4556,chr1,6398675,6398778,0.961538,0.9375,0.857143,1.0,0.888889,1.0
4557,chr1,6399161,6399241,1.0,1.0,0.979167,1.0,0.958333,1.0
4558,chr1,6400817,6400951,1.0,1.0,1.0,1.0,0.933333,0.777778
4559,chr1,6402240,6402289,0.778846,0.857143,0.921875,0.0714286,0.782609,0.545455
4560,chr1,6404547,6404679,1.0,0.666667,1.0,1.0,0.972973,1.0
4561,chr1,6407775,6407862,0.954545,0.913043,0.923077,0.975,0.923077,0.928571
4562,chr1,6408732,6408819,0.0,0.0,0.0,0.653846,1.0,1.0
4563,chr1,6409737,6409830,0.9375,0.884615,1.0,0.869863,0.985075,0.96875
4564,chr1,6409831,6409894,0.941176,0.882883,0.984848,0.837209,0.981132,1.0
4565,chr1,6410322,6410471,0.8,1.0,1.0,0.9375,0.988095,0.941176
4566,chr1,6410472,6410589,1.0,1.0,1.0,0.972222,0.965517,1.0
4567,chr1,6419010,6419107,0.0,0.0,0.0,0.175,0.0,0.9
4568,chr1,6420443,6420501,0.809524,0.722222,0.757576,0.826347,0.666667,0.75
4569,chr1,6423431,6423505,1.0,1.0,1.0,0.0,0.727273,0.9375
4570,chr1,6425685,6425751,0.888889,1.0,1.0,0.94697,0.962963,1.0
4571,chr1,6432912,6433055,1.0,1.0,0.75,1.0,1.0,1.0
4572,chr1,6435854,6435921,1.0,0.952381,1.0,0.975275,0.967391,0.975
4573,chr1,6442122,6442194,1.0,0.958333,0.966667,0.945946,0.945455,1.0
4574,chr1,6443234,6443339,0.904762,0.916667,1.0,0.972727,0.924242,0.988506
4575,chr1,6445701,6445803,1.0,1.0,1.0,0.0869565,0.0,0.0909091
4576,chr1,6445820,6445892,1.0,0.727273,0.833333,0.0,0.0909091,0.0
