,chr,start,end,healthy_depth,healthy_meth,nbl_depth,nbl_meth
7053,3,142682443,142682556,899.0,1.0,1634.0,14.0
7061,3,142838309,142838382,392.0,0.0,777.0,16.0
7063,3,142838596,142838644,564.0,3.0,936.0,30.0
7068,3,142839223,142839326,526.0,3.0,634.0,11.0
7070,3,142839494,142839574,480.0,0.0,1953.0,49.0
7073,3,142839690,142839760,448.0,3.0,2059.0,198.0
7085,3,143690584,143690628,432.0,0.0,1800.0,61.0
7090,3,144123522,144123590,380.0,369.0,719.0,432.0
7096,3,145051201,145051278,430.0,353.0,790.0,486.0
7102,3,145578888,145578955,459.0,393.0,875.0,428.0
7108,3,145878855,145878890,515.0,1.0,1825.0,197.0
7111,3,145879053,145879078,380.0,0.0,1025.0,92.0
7116,3,145968595,145968691,224.0,0.0,1203.0,226.0
7118,3,145968921,145968998,385.0,2.0,747.0,212.0
7139,3,146967591,146967646,390.0,361.0,904.0,483.0
7145,3,147110099,147110181,282.0,4.0,277.0,14.0
7152,3,147111654,147111720,334.0,5.0,683.0,222.0
7154,3,147114102,147114194,407.0,15.0,253.0,45.0
7161,3,147126697,147126755,629.0,163.0,737.0,534.0
7162,3,147127566,147127623,504.0,19.0,1048.0,155.0
7167,3,147128274,147128330,498.0,25.0,979.0,286.0
7168,3,147128352,147128422,445.0,18.0,898.0,507.0
7169,3,147128423,147128528,428.0,13.0,896.0,255.0
7190,3,147707237,147707332,330.0,301.0,377.0,244.0
7198,3,148289212,148289306,235.0,225.0,345.0,314.0
7200,3,148415770,148415832,566.0,6.0,1066.0,39.0
7201,3,148415833,148415875,749.0,8.0,1589.0,30.0
7202,3,148415876,148415904,735.0,2.0,2300.0,60.0
7206,3,148709236,148709362,258.0,3.0,286.0,7.0
7207,3,148709418,148709465,420.0,1.0,966.0,16.0
7210,3,148709574,148709638,237.0,0.0,675.0,8.0
7211,3,148709662,148709721,470.0,0.0,863.0,21.0
7212,3,148709722,148709766,295.0,1.0,879.0,27.0
7241,3,149198685,149198771,316.0,299.0,924.0,868.0
7250,3,149374710,149374798,588.0,295.0,1907.0,1586.0
7251,3,149374799,149374871,423.0,118.0,1729.0,1441.0
7264,3,149688010,149688047,690.0,0.0,1230.0,19.0
7268,3,149688369,149688457,253.0,1.0,394.0,11.0
7270,3,149689029,149689077,478.0,1.0,625.0,14.0
7272,3,149689116,149689151,320.0,0.0,865.0,17.0
7273,3,149689152,149689229,505.0,1.0,527.0,7.0
7282,3,150125991,150126021,230.0,1.0,620.0,12.0
7289,3,150127468,150127529,525.0,4.0,1496.0,21.0
7293,3,150128162,150128234,448.0,0.0,1164.0,15.0
7296,3,150128334,150128381,364.0,0.0,722.0,21.0
7297,3,150128382,150128454,360.0,1.0,850.0,20.0
7298,3,150128455,150128512,406.0,2.0,1144.0,32.0
7313,3,150321308,150321356,657.0,1.0,1182.0,27.0
7314,3,150321357,150321407,418.0,1.0,550.0,10.0
7319,3,150421647,150421730,328.0,2.0,543.0,15.0
7320,3,150421731,150421776,252.0,0.0,366.0,8.0
7325,3,150480462,150480506,747.0,0.0,3255.0,70.0
7327,3,150480550,150480614,394.0,0.0,813.0,24.0
7328,3,150480690,150480758,250.0,0.0,1229.0,34.0
7329,3,150480759,150480782,925.0,4.0,4610.0,61.0
7331,3,150480827,150480876,459.0,3.0,2143.0,51.0
7344,3,150803011,150803065,539.0,2.0,1428.0,29.0
7345,3,150803340,150803378,425.0,0.0,1014.0,24.0
7346,3,150803379,150803433,273.0,0.0,994.0,22.0
7347,3,150803434,150803503,528.0,12.0,1632.0,35.0
7348,3,150803537,150803583,812.0,0.0,1456.0,20.0
7353,3,150804479,150804539,426.0,4.0,666.0,15.0
7355,3,150804765,150804822,385.0,1.0,683.0,3.0
7359,3,150804970,150805033,604.0,6.0,911.0,31.0
7375,3,151645963,151646000,1212.0,1176.0,2939.0,2718.0
7383,3,151913993,151914105,198.0,191.0,386.0,366.0
7387,3,151986448,151986511,574.0,0.0,1119.0,40.0
7389,3,151986995,151987051,414.0,3.0,971.0,13.0
7406,3,152756703,152756795,160.0,156.0,285.0,87.0
7422,3,152879898,152879942,372.0,1.0,975.0,46.0
7423,3,152880093,152880153,413.0,2.0,1407.0,107.0
7424,3,152880154,152880226,423.0,0.0,1501.0,257.0
7426,3,152880263,152880298,243.0,1.0,1248.0,177.0
7431,3,152986588,152986685,323.0,317.0,689.0,579.0
7446,3,154042051,154042096,563.0,0.0,1098.0,21.0
7457,3,154607311,154607351,804.0,749.0,887.0,656.0
7470,3,155454877,155454944,319.0,305.0,832.0,589.0
7471,3,155462157,155462268,467.0,0.0,634.0,10.0
7475,3,155523929,155524016,460.0,1.0,610.0,21.0
7481,3,155571653,155571751,306.0,3.0,287.0,3.0
7486,3,155588541,155588596,415.0,3.0,1120.0,22.0
7487,3,155588597,155588645,785.0,3.0,2294.0,63.0
7491,3,155589495,155589536,453.0,0.0,1714.0,31.0
7498,3,155759128,155759165,1038.0,1003.0,3220.0,2961.0
7509,3,155817315,155817367,600.0,579.0,840.0,637.0
7527,3,156392526,156392596,425.0,2.0,600.0,11.0
7531,3,156393363,156393403,561.0,2.0,2368.0,59.0
7532,3,156393404,156393457,600.0,0.0,1617.0,29.0
7533,3,156393470,156393536,560.0,0.0,970.0,14.0
7535,3,156458387,156458424,1122.0,1101.0,3999.0,3932.0
7539,3,156533849,156533918,354.0,239.0,771.0,595.0
7541,3,156534296,156534341,370.0,2.0,388.0,179.0
7542,3,156534350,156534409,315.0,14.0,940.0,443.0
7543,3,156534736,156534772,384.0,0.0,1416.0,54.0
7546,3,156534888,156534930,553.0,0.0,1092.0,29.0
7550,3,156544127,156544201,155.0,0.0,450.0,14.0
7551,3,156544245,156544298,705.0,0.0,1525.0,69.0
7557,3,156877443,156877496,340.0,0.0,790.0,9.0
7560,3,156877704,156877801,154.0,0.0,616.0,7.0
7561,3,156877802,156877873,423.0,0.0,1023.0,5.0
7562,3,156877874,156877917,270.0,3.0,465.0,8.0
7563,3,156877918,156877975,292.0,0.0,530.0,15.0
7574,3,157155451,157155484,825.0,3.0,1913.0,77.0
7588,3,157821381,157821443,288.0,2.0,1895.0,1851.0
7592,3,157821994,157822071,300.0,66.0,299.0,291.0
7594,3,157823121,157823157,560.0,10.0,1225.0,30.0
7598,3,157823652,157823689,611.0,2.0,1172.0,25.0
7601,3,157825019,157825195,336.0,5.0,313.0,9.0
7602,3,157828077,157828195,108.0,0.0,336.0,4.0
7616,3,158449796,158449842,540.0,9.0,1144.0,122.0
7617,3,158449843,158449906,513.0,1.0,1461.0,78.0
7618,3,158450106,158450164,889.0,3.0,2518.0,184.0
7619,3,158450191,158450260,224.0,0.0,531.0,83.0
7620,3,158450261,158450331,587.0,3.0,955.0,86.0
7636,3,159481445,159481521,360.0,1.0,1507.0,39.0
7639,3,159481621,159481704,423.0,0.0,700.0,19.0
7643,3,159482533,159482604,690.0,0.0,1078.0,18.0
7645,3,159482758,159482820,545.0,2.0,1014.0,17.0
7655,3,159706557,159706666,359.0,0.0,937.0,171.0
7656,3,159706691,159706727,504.0,1.0,1279.0,192.0
7664,3,159815403,159815469,499.0,478.0,890.0,781.0
7665,3,159818498,159818570,1162.0,1116.0,1643.0,1581.0
7673,3,159943287,159943342,979.0,5.0,1373.0,25.0
7674,3,159943343,159943394,691.0,3.0,2977.0,52.0
7678,3,159943800,159943874,330.0,4.0,1126.0,7.0
7683,3,159944279,159944326,450.0,2.0,1374.0,147.0
7689,3,160118178,160118245,543.0,1.0,808.0,13.0
7690,3,160118544,160118589,690.0,1.0,1524.0,34.0
7692,3,160118648,160118721,288.0,2.0,576.0,6.0
7694,3,160167931,160167979,325.0,63.0,1165.0,1117.0
7703,3,160282672,160282709,799.0,1.0,2631.0,48.0
7706,3,160282875,160282941,245.0,2.0,941.0,9.0
7709,3,160283153,160283278,263.0,0.0,633.0,15.0
7716,3,160283742,160283818,389.0,0.0,619.0,11.0
7721,3,160292055,160292143,440.0,425.0,1248.0,1208.0
7727,3,160473334,160473390,375.0,0.0,1326.0,40.0
7728,3,160473426,160473463,653.0,2.0,1015.0,20.0
7730,3,160473526,160473610,400.0,0.0,236.0,0.0
7736,3,160822530,160822618,504.0,2.0,936.0,262.0
7737,3,160822900,160822932,570.0,1.0,1180.0,102.0
7739,3,160823120,160823153,1071.0,1.0,1407.0,63.0
7742,3,160939206,160939266,414.0,0.0,1211.0,20.0
7743,3,160939267,160939308,462.0,0.0,1814.0,47.0
7754,3,161090384,161090423,381.0,0.0,619.0,19.0
7755,3,161090424,161090471,744.0,3.0,1127.0,21.0
7774,3,162420994,162421071,441.0,423.0,884.0,848.0
7786,3,163610114,163610181,374.0,352.0,729.0,671.0
7815,3,164914563,164914634,432.0,7.0,528.0,11.0
7825,3,165636559,165636645,301.0,284.0,1007.0,879.0
7860,3,167813210,167813273,312.0,0.0,1067.0,20.0
7878,3,167967972,167968025,558.0,1.0,1650.0,208.0
7880,3,168497986,168498044,495.0,476.0,1143.0,455.0
7892,3,169380244,169380337,304.0,0.0,820.0,20.0
7897,3,169384368,169384414,130.0,40.0,466.0,233.0
7899,3,169386452,169386490,270.0,3.0,1240.0,53.0
7900,3,169386491,169386526,495.0,1.0,1230.0,86.0
7905,3,169482581,169482642,488.0,3.0,2076.0,78.0
7912,3,169530138,169530222,563.0,5.0,1411.0,38.0
7914,3,169540079,169540158,360.0,341.0,635.0,413.0
7925,3,169684901,169684951,365.0,0.0,820.0,14.0
7932,3,169756047,169756103,455.0,0.0,1480.0,65.0
7942,3,169899546,169899581,440.0,0.0,655.0,15.0
7950,3,169940369,169940424,704.0,0.0,1104.0,23.0
7961,3,170075093,170075154,130.0,0.0,410.0,5.0
7962,3,170075260,170075294,544.0,6.0,2446.0,69.0
7963,3,170075295,170075371,260.0,2.0,364.0,4.0
7964,3,170075499,170075560,638.0,0.0,1529.0,33.0
7968,3,170075852,170075918,308.0,0.0,1179.0,38.0
7975,3,170136473,170136549,280.0,3.0,635.0,32.0
7976,3,170136611,170136704,156.0,2.0,627.0,76.0
7977,3,170137452,170137532,376.0,2.0,1594.0,1554.0
7982,3,170303015,170303073,175.0,23.0,1060.0,21.0
7984,3,170303221,170303313,216.0,11.0,838.0,14.0
7996,3,170626049,170626130,432.0,0.0,750.0,8.0
8009,3,171178005,171178034,432.0,0.0,1260.0,25.0
8020,3,171527760,171527817,290.0,0.0,610.0,14.0
8024,3,171624959,171625043,188.0,184.0,553.0,462.0
8030,3,171757517,171757578,270.0,0.0,390.0,8.0
8034,3,171758141,171758175,489.0,0.0,1084.0,22.0
8036,3,171758334,171758389,476.0,0.0,1348.0,24.0
8038,3,171758646,171758681,515.0,7.0,2423.0,47.0
8058,3,172346165,172346230,340.0,327.0,1207.0,1062.0
8067,3,172584591,172584669,412.0,399.0,573.0,561.0
8085,3,173115510,173115580,312.0,2.0,1042.0,48.0
8086,3,173115581,173115660,240.0,0.0,1007.0,51.0
8087,3,173115689,173115736,520.0,1.0,1013.0,48.0
8088,3,173162777,173162864,229.0,223.0,270.0,255.0
8096,3,173929825,173929926,246.0,227.0,998.0,934.0
8098,3,174095069,174095179,450.0,441.0,1014.0,996.0
8128,3,175931235,175931304,472.0,433.0,864.0,810.0
8152,3,176915022,176915077,420.0,1.0,820.0,18.0
8155,3,176915477,176915532,468.0,3.0,2634.0,52.0
8156,3,176915533,176915627,510.0,0.0,1117.0,24.0
8159,3,176915746,176915786,338.0,0.0,793.0,23.0
8211,3,178789327,178789382,315.0,0.0,390.0,13.0
8212,3,178789402,178789426,285.0,0.0,1080.0,20.0
8213,3,178789427,178789457,917.0,0.0,3563.0,57.0
8217,3,178789637,178789679,315.0,2.0,920.0,17.0
8234,3,178979033,178979086,395.0,6.0,1065.0,35.0
8235,3,178979133,178979201,648.0,0.0,2136.0,56.0
8236,3,178979223,178979258,303.0,4.0,1004.0,21.0
8246,3,179041281,179041356,254.0,0.0,576.0,18.0
8248,3,179041463,179041508,569.0,1.0,1704.0,33.0
8254,3,179065607,179065663,420.0,0.0,777.0,31.0
8258,3,179168900,179168967,306.0,0.0,989.0,24.0
8260,3,179168992,179169023,405.0,6.0,2105.0,40.0
8261,3,179169024,179169077,455.0,2.0,2122.0,47.0
8262,3,179169078,179169170,881.0,31.0,1688.0,95.0
8266,3,179169306,179169359,470.0,1.0,1979.0,46.0
8267,3,179169374,179169407,696.0,1.0,2789.0,78.0
8272,3,179280870,179280920,394.0,1.0,785.0,19.0
8273,3,179280921,179280986,388.0,0.0,805.0,15.0
8280,3,179339373,179339466,220.0,208.0,474.0,454.0
8282,3,179370611,179370703,289.0,0.0,1410.0,42.0
8284,3,179370742,179370792,462.0,0.0,665.0,16.0
8285,3,179370793,179370887,240.0,0.0,432.0,7.0
8286,3,179370897,179370953,1045.0,4.0,1813.0,24.0
8289,3,179371133,179371215,503.0,0.0,1062.0,24.0
8302,3,179754567,179754633,758.0,16.0,1663.0,51.0
8303,3,179754874,179754924,920.0,6.0,2783.0,42.0
8304,3,179754925,179754989,938.0,17.0,3498.0,111.0
8307,3,180140660,180140727,510.0,444.0,1146.0,529.0
8308,3,180318399,180318454,350.0,346.0,1125.0,1086.0
8313,3,180320176,180320279,379.0,6.0,932.0,12.0
8315,3,180397277,180397350,290.0,3.0,330.0,8.0
8317,3,180397442,180397499,496.0,4.0,1336.0,27.0
8318,3,180397792,180397875,363.0,11.0,1239.0,27.0
8325,3,180546372,180546472,213.0,196.0,506.0,291.0
8331,3,180546827,180546909,354.0,336.0,547.0,413.0
8334,3,180630700,180630794,245.0,0.0,564.0,12.0
8341,3,181413202,181413296,384.0,12.0,511.0,496.0
8342,3,181413297,181413330,535.0,13.0,470.0,454.0
8346,3,181430127,181430182,696.0,8.0,1066.0,324.0
8347,3,181430183,181430237,665.0,4.0,1980.0,895.0
8349,3,181430550,181430588,430.0,8.0,459.0,333.0
8353,3,181437229,181437305,492.0,21.0,738.0,710.0
8381,3,182511528,182511562,700.0,3.0,2274.0,38.0
8383,3,182511687,182511725,485.0,0.0,1290.0,28.0
8384,3,182511771,182511798,695.0,3.0,2440.0,74.0
8394,3,182698044,182698086,476.0,0.0,1932.0,39.0
8396,3,182698311,182698366,377.0,0.0,1292.0,37.0
8400,3,182698501,182698584,252.0,0.0,978.0,18.0
8408,3,182782395,182782441,416.0,397.0,524.0,517.0
8409,3,182782442,182782516,560.0,547.0,1343.0,1322.0
8412,3,182817176,182817240,282.0,6.0,823.0,19.0
8418,3,182880395,182880435,574.0,1.0,1218.0,124.0
8419,3,182880436,182880483,420.0,5.0,1070.0,144.0
8423,3,182880665,182880701,679.0,3.0,1770.0,75.0
8430,3,182970958,182971018,764.0,0.0,2934.0,197.0
8432,3,182971705,182971823,172.0,0.0,427.0,12.0
8433,3,182971844,182971903,473.0,2.0,1408.0,12.0
8436,3,182971998,182972041,545.0,0.0,2095.0,53.0
8440,3,182972158,182972208,331.0,1.0,1041.0,43.0
8452,3,183146124,183146209,475.0,0.0,614.0,14.0
8453,3,183146210,183146256,444.0,0.0,1718.0,36.0
8463,3,183209732,183209799,532.0,468.0,2338.0,2231.0
8474,3,183353829,183353876,360.0,0.0,1666.0,35.0
8475,3,183353877,183353923,538.0,0.0,1738.0,43.0
8477,3,183354015,183354077,505.0,1.0,995.0,21.0
8485,3,183415834,183415911,287.0,0.0,660.0,19.0
8491,3,183521905,183521974,304.0,289.0,1638.0,1596.0
8494,3,183542624,183542701,204.0,5.0,438.0,16.0
8495,3,183542730,183542798,312.0,0.0,681.0,21.0
8497,3,183543005,183543062,791.0,4.0,2239.0,52.0
8498,3,183543095,183543150,444.0,0.0,864.0,18.0
8499,3,183543163,183543212,690.0,3.0,3086.0,73.0
8500,3,183543213,183543343,290.0,1.0,866.0,15.0
8528,3,183852962,183852998,695.0,0.0,1675.0,37.0
8530,3,183873187,183873269,223.0,0.0,1316.0,27.0
8531,3,183873374,183873404,644.0,2.0,2919.0,60.0
8532,3,183873619,183873674,264.0,0.0,315.0,3.0
8537,3,183888186,183888271,355.0,349.0,395.0,388.0
8553,3,183947885,183947943,805.0,1.0,2015.0,58.0
8555,3,183948019,183948082,950.0,2.0,2416.0,49.0
8556,3,183948083,183948191,200.0,1.0,560.0,8.0
8557,3,183948206,183948282,561.0,4.0,1084.0,28.0
8561,3,183948464,183948495,630.0,6.0,924.0,38.0
8562,3,183948496,183948574,330.0,2.0,860.0,47.0
8564,3,183948627,183948666,822.0,17.0,1961.0,512.0
8565,3,183948667,183948742,588.0,1.0,2592.0,1169.0
8566,3,183948743,183948799,710.0,11.0,2149.0,1193.0
8569,3,183950995,183951066,255.0,239.0,1043.0,1013.0
8579,3,183967723,183967823,360.0,0.0,806.0,12.0
8585,3,183977676,183977736,329.0,2.0,1026.0,26.0
8586,3,183977737,183977792,309.0,0.0,2288.0,56.0
8587,3,183977793,183977852,382.0,0.0,1440.0,45.0
8594,3,183979245,183979285,598.0,1.0,1960.0,37.0
8597,3,183993759,183993862,379.0,5.0,1094.0,403.0
8598,3,183993906,183993994,281.0,17.0,1286.0,601.0
8603,3,184017117,184017161,651.0,0.0,1780.0,26.0
8609,3,184032714,184032760,550.0,0.0,2090.0,36.0
8612,3,184032967,184033078,299.0,0.0,950.0,13.0
8623,3,184056553,184056635,346.0,266.0,264.0,7.0
8633,3,184079447,184079491,374.0,0.0,1176.0,22.0
8634,3,184079501,184079585,200.0,1.0,300.0,4.0
8638,3,184080756,184080840,326.0,0.0,518.0,17.0
8643,3,184097794,184097824,455.0,3.0,1670.0,28.0
8644,3,184097863,184097893,555.0,1.0,2390.0,152.0
8645,3,184097921,184097967,368.0,0.0,863.0,22.0
8648,3,184098187,184098267,455.0,0.0,1133.0,21.0
8649,3,184098268,184098317,568.0,1.0,1972.0,85.0
8650,3,184098318,184098361,872.0,3.0,4171.0,143.0
8652,3,184098423,184098527,520.0,1.0,1370.0,82.0
8666,3,184243380,184243488,504.0,0.0,807.0,178.0
8669,3,184279621,184279645,655.0,3.0,2000.0,48.0
8670,3,184279646,184279722,455.0,1.0,1095.0,21.0
8672,3,184279782,184279832,612.0,2.0,691.0,13.0
8675,3,184279926,184279970,444.0,13.0,1714.0,26.0
8676,3,184279996,184280063,625.0,0.0,1209.0,30.0
8678,3,184280129,184280165,642.0,27.0,2445.0,48.0
8679,3,184280166,184280220,530.0,6.0,1663.0,48.0
8694,3,184301792,184301891,390.0,0.0,938.0,736.0
8705,3,184321996,184322074,352.0,1.0,1031.0,843.0
8706,3,184322075,184322155,185.0,11.0,725.0,508.0
8707,3,184322170,184322246,425.0,1.0,1973.0,1479.0
8708,3,184322247,184322288,645.0,6.0,1939.0,1239.0
8718,3,184429386,184429442,260.0,2.0,585.0,11.0
8720,3,184429480,184429526,649.0,0.0,1267.0,25.0
8723,3,184429801,184429851,544.0,4.0,1990.0,45.0
8724,3,184429852,184429905,415.0,0.0,560.0,20.0
8734,3,184530197,184530242,470.0,2.0,1385.0,25.0
8746,3,184870685,184870716,678.0,1.0,2802.0,61.0
8747,3,184870717,184870783,473.0,0.0,948.0,18.0
8748,3,184870826,184870878,390.0,0.0,749.0,60.0
8749,3,184870879,184870911,540.0,0.0,1301.0,53.0
8750,3,184870912,184870962,337.0,0.0,517.0,15.0
8759,3,184971710,184971750,375.0,0.0,635.0,10.0
8763,3,185002363,185002426,450.0,440.0,1160.0,1097.0
8771,3,185215909,185215976,369.0,45.0,562.0,14.0
8772,3,185216432,185216477,415.0,3.0,1310.0,19.0
8782,3,185303834,185303897,287.0,0.0,477.0,11.0
8783,3,185304411,185304495,252.0,0.0,539.0,6.0
8802,3,185542418,185542478,608.0,2.0,808.0,47.0
8803,3,185542522,185542633,196.0,0.0,240.0,21.0
8805,3,185542922,185542977,390.0,0.0,1585.0,35.0
8806,3,185543219,185543256,847.0,1.0,3177.0,147.0
8807,3,185543307,185543338,534.0,1.0,2700.0,116.0
8810,3,185543680,185543717,340.0,1.0,1515.0,354.0
8811,3,185543743,185543804,469.0,8.0,1767.0,526.0
8813,3,185543876,185543947,575.0,0.0,1748.0,387.0
8822,3,185655668,185655747,280.0,0.0,399.0,6.0
8824,3,185681452,185681519,348.0,268.0,973.0,806.0
8828,3,185825470,185825544,544.0,2.0,1006.0,23.0
8830,3,185826091,185826125,475.0,1.0,315.0,4.0
8831,3,185826464,185826510,845.0,0.0,2147.0,35.0
8855,3,185990600,185990676,305.0,287.0,1122.0,1011.0
8875,3,186489875,186489942,410.0,362.0,1195.0,850.0
8881,3,186501933,186502038,325.0,0.0,740.0,20.0
8883,3,186524492,186524592,253.0,0.0,392.0,7.0
8884,3,186524593,186524640,435.0,1.0,677.0,19.0
8890,3,186545050,186545116,408.0,1.0,858.0,16.0
8892,3,186545228,186545272,762.0,1.0,2388.0,46.0
8903,3,186648548,186648657,252.0,0.0,420.0,6.0
8938,3,187455718,187455757,375.0,0.0,1024.0,31.0
8939,3,187456315,187456380,421.0,1.0,925.0,27.0
8955,3,187871831,187871898,444.0,0.0,1185.0,40.0
8956,3,187871940,187872021,132.0,0.0,503.0,19.0
8973,3,189313876,189313953,305.0,298.0,1160.0,803.0
8982,3,189838223,189838296,910.0,3.0,1884.0,120.0
8983,3,189838582,189838663,308.0,0.0,769.0,51.0
8991,3,190040068,190040172,375.0,2.0,1373.0,53.0
8992,3,190040293,190040339,210.0,2.0,489.0,16.0
9007,3,190580845,190580888,444.0,5.0,1464.0,44.0
9015,3,191047375,191047410,612.0,0.0,1568.0,42.0
9029,3,192126073,192126161,365.0,1.0,517.0,65.0
9031,3,192126712,192126762,594.0,4.0,816.0,32.0
9034,3,192127330,192127369,512.0,2.0,1035.0,75.0
9035,3,192127479,192127569,433.0,3.0,906.0,38.0
9039,3,192232630,192232683,403.0,45.0,1335.0,816.0
9040,3,192232741,192232813,396.0,5.0,1071.0,202.0
9048,3,192289225,192289310,198.0,12.0,468.0,24.0
9073,3,192958963,192959025,432.0,2.0,858.0,14.0
9074,3,192959041,192959069,597.0,5.0,2573.0,63.0
9075,3,192959070,192959105,474.0,4.0,1067.0,19.0
9076,3,192959106,192959186,648.0,5.0,1892.0,25.0
9091,3,193587448,193587542,307.0,53.0,1002.0,977.0
9111,3,193776120,193776180,185.0,0.0,611.0,428.0
9116,3,193788838,193788876,440.0,0.0,2120.0,48.0
9118,3,193788933,193788963,380.0,1.0,1895.0,36.0
9121,3,193789102,193789141,469.0,0.0,1018.0,31.0
9122,3,193789142,193789209,609.0,0.0,1793.0,40.0
9123,3,193789210,193789245,650.0,1.0,1240.0,15.0
9131,3,193852110,193852154,594.0,0.0,1707.0,27.0
9138,3,193852874,193852916,340.0,0.0,500.0,9.0
9143,3,193855647,193855690,260.0,0.0,389.0,7.0
9144,3,193855698,193855751,289.0,0.0,549.0,5.0
9149,3,193858771,193858857,502.0,0.0,1040.0,21.0
9150,3,193858858,193858954,399.0,1.0,1494.0,20.0
9151,3,193859032,193859085,489.0,0.0,1085.0,28.0
9153,3,193859210,193859301,267.0,0.0,438.0,15.0
9154,3,193859302,193859358,440.0,2.0,1330.0,81.0
9155,3,193859456,193859517,441.0,1.0,806.0,24.0
9158,3,193859616,193859670,245.0,0.0,485.0,83.0
9168,3,193922116,193922160,558.0,17.0,2735.0,2068.0
9181,3,194013695,194013790,232.0,229.0,708.0,681.0
9182,3,194014736,194014796,540.0,203.0,977.0,956.0
9199,3,194049188,194049256,276.0,246.0,953.0,879.0
9217,3,194207081,194207182,209.0,1.0,462.0,13.0
9220,3,194207295,194207349,808.0,1.0,1629.0,26.0
9222,3,194207379,194207434,702.0,6.0,1276.0,24.0
9223,3,194207435,194207486,666.0,4.0,2303.0,43.0
9224,3,194208408,194208473,528.0,2.0,1203.0,656.0
9239,3,194353972,194354066,450.0,3.0,1380.0,22.0
9240,3,194354067,194354107,825.0,2.0,1489.0,34.0
9242,3,194354150,194354226,616.0,0.0,2265.0,35.0
9243,3,194354227,194354306,378.0,2.0,670.0,12.0
9244,3,194354307,194354351,564.0,1.0,1372.0,31.0
9247,3,194406505,194406574,293.0,0.0,571.0,15.0
9249,3,194406697,194406751,336.0,6.0,1360.0,27.0
9250,3,194406758,194406812,240.0,0.0,521.0,8.0
9253,3,194407506,194407538,510.0,0.0,1162.0,44.0
9254,3,194407947,194408026,344.0,63.0,907.0,148.0
9255,3,194408770,194408844,308.0,0.0,730.0,216.0
9284,3,194790565,194790689,199.0,193.0,427.0,420.0
9319,3,194980494,194980572,212.0,2.0,536.0,13.0
9323,3,194991111,194991199,276.0,1.0,599.0,10.0
9325,3,194991541,194991606,336.0,1.0,1494.0,40.0
9327,3,194991869,194991930,360.0,1.0,916.0,17.0
9333,3,195162974,195163030,355.0,0.0,1186.0,27.0
9335,3,195163981,195164013,248.0,0.0,408.0,12.0
9337,3,195269600,195269682,264.0,0.0,1215.0,25.0
9352,3,195362466,195362538,421.0,20.0,411.0,22.0
9359,3,195384848,195384902,511.0,0.0,822.0,20.0
9360,3,195384980,195385055,320.0,0.0,365.0,6.0
9372,3,195474952,195475007,480.0,4.0,1373.0,115.0
9377,3,195480626,195480730,245.0,228.0,678.0,274.0
9386,3,195489556,195489599,1008.0,773.0,1333.0,1167.0
9387,3,195489644,195489687,725.0,475.0,1594.0,1265.0
9419,3,195564748,195564809,558.0,533.0,1967.0,1687.0
9426,3,195576763,195576800,800.0,708.0,1482.0,269.0
9436,3,195594841,195594930,309.0,264.0,1555.0,1252.0
9437,3,195595283,195595383,407.0,395.0,697.0,676.0
9438,3,195595384,195595455,392.0,365.0,847.0,804.0
9442,3,195596752,195596836,311.0,287.0,1112.0,929.0
9473,3,195622795,195622863,245.0,6.0,844.0,17.0
9474,3,195622864,195622955,180.0,0.0,465.0,5.0
9481,3,195635800,195635864,343.0,0.0,887.0,12.0
9483,3,195636146,195636186,672.0,0.0,1608.0,37.0
9485,3,195636217,195636312,260.0,1.0,1358.0,26.0
9486,3,195636313,195636358,587.0,0.0,1462.0,26.0
9487,3,195636373,195636472,258.0,0.0,588.0,14.0
9488,3,195636492,195636535,327.0,1.0,2922.0,58.0
9489,3,195636575,195636655,338.0,0.0,1373.0,34.0
9508,3,195716603,195716665,521.0,4.0,1600.0,31.0
9509,3,195717040,195717115,450.0,0.0,904.0,30.0
9510,3,195717193,195717247,707.0,2.0,1349.0,30.0
9511,3,195717520,195717606,440.0,0.0,960.0,15.0
9520,3,195808433,195808478,384.0,3.0,1742.0,42.0
9559,3,195971089,195971167,335.0,323.0,363.0,343.0
9563,3,196014531,196014580,280.0,0.0,860.0,7.0
9572,3,196044683,196044745,520.0,2.0,983.0,29.0
9573,3,196045041,196045084,644.0,2.0,929.0,18.0
9601,3,196229315,196229382,155.0,0.0,395.0,6.0
9608,3,196255793,196255848,246.0,0.0,890.0,27.0
9616,3,196295589,196295656,209.0,0.0,693.0,13.0
9617,3,196295657,196295701,469.0,1.0,1085.0,24.0
9620,3,196295872,196295959,270.0,1.0,1611.0,41.0
9625,3,196326171,196326230,478.0,465.0,2150.0,2065.0
9634,3,196366406,196366469,396.0,1.0,823.0,105.0
9636,3,196366703,196366774,638.0,0.0,2351.0,246.0
9648,3,196438912,196438983,310.0,0.0,785.0,10.0
9651,3,196439124,196439165,548.0,0.0,1997.0,37.0
9653,3,196439397,196439462,198.0,0.0,363.0,15.0
9654,3,196439463,196439513,330.0,2.0,1417.0,18.0
9663,3,196467118,196467146,535.0,1.0,3086.0,77.0
9673,3,196594828,196594908,143.0,0.0,702.0,17.0
9674,3,196594909,196595019,192.0,0.0,252.0,9.0
9675,3,196595116,196595172,574.0,0.0,1575.0,41.0
9687,3,196694136,196694198,714.0,595.0,1158.0,1065.0
9693,3,196695632,196695677,559.0,0.0,1763.0,33.0
9694,3,196695678,196695718,343.0,0.0,1106.0,12.0
