,chr,start,end,nbl2-V,healthy2-V,nbl1-V,nbl0-V,healthy1-V,healthy0-V
27902,3,124606120,124606201,0.0077,0.0,0.1,0.0096,0.0,0.0
27903,3,124606314,124606360,0.0,0.037,0.0238,0.0198,0.0,0.0
27904,3,124774294,124774356,0.0464,0.0,0.0275,0.031,0.0,0.0
27905,3,124774500,124774525,0.0486,0.0,0.0056,0.0149,0.0057,0.0097
27906,3,124774526,124774554,0.0312,0.006,0.0215,0.0252,0.0,0.0
27907,3,124774555,124774623,0.0169,0.0,0.0152,0.0191,0.0,0.0
27908,3,124774660,124774764,0.014,0.0,0.0385,0.0,0.0,0.0
27909,3,124774824,124774897,0.0167,0.0,0.0417,0.0076,0.0129,0.0
27910,3,124860834,124860897,0.6341,0.0,0.5947,0.9835,0.0,0.0
27911,3,124931327,124931392,0.0323,0.0,0.464,0.0193,0.0,0.0
27912,3,125093846,125093913,0.0625,0.0,0.0167,0.0304,0.0,0.0
27913,3,125229164,125229233,0.825,0.9792,0.904,0.9875,0.8879,0.8571
27914,3,125238902,125238974,0.0133,0.0,0.0067,0.0108,0.0,0.0
27915,3,125485631,125485685,0.0229,0.0,0.0172,0.037,0.0,0.008
27916,3,125622796,125622833,0.9568,0.99,0.9742,0.925,0.9538,0.9726
27917,3,125676971,125677026,0.0366,0.028,0.1348,0.201,0.0667,0.0297
27918,3,125677027,125677068,0.0179,0.05,0.0893,0.5075,0.1034,0.0584
27919,3,125677069,125677137,0.017,0.124,0.178,0.553,0.1123,0.0376
27920,3,125677226,125677257,0.4491,0.0699,0.3246,0.7417,0.1364,0.0602
27921,3,125677258,125677304,0.2743,0.1583,0.2833,0.6882,0.1333,0.0895
27922,3,125677305,125677386,0.5,0.0667,0.5,0.3758,0.225,0.1333
27923,3,125678234,125678320,0.8513,0.8759,0.9547,0.5793,0.9,0.9429
27924,3,125803146,125803189,0.0439,0.0111,0.0076,0.0119,0.0,0.0163
27925,3,125899163,125899241,0.0317,0.0,0.0054,0.0636,0.0044,0.0
27926,3,125931863,125931947,0.033,0.0062,0.0571,0.0284,0.0,0.0
27927,3,125932033,125932121,0.0289,0.0,0.0714,0.0256,0.0,0.0333
27928,3,125932330,125932374,0.0528,0.0,0.3826,0.1273,0.0,0.0159
27929,3,126075717,126075764,0.0222,0.0143,0.0062,0.0032,0.0057,0.0044
27930,3,126075788,126075816,0.0312,0.0091,0.0308,0.0153,0.0,0.0271
27931,3,126075817,126075869,0.0,0.0073,0.012,0.0088,0.0,0.0048
27932,3,126076181,126076222,0.058,0.002,0.0262,0.0176,0.0,0.007
27933,3,126076338,126076411,0.0049,0.0,0.0,0.0132,0.0,0.0
27934,3,126108020,126108071,0.7526,0.0918,0.8868,0.5211,0.2458,0.1379
27935,3,126108072,126108141,0.6452,0.0,0.6176,0.2489,0.0357,0.0588
27936,3,126108252,126108306,0.2963,0.004,0.1292,0.0363,0.0182,0.0
27937,3,126113805,126113839,0.6022,0.0,0.9606,0.9401,0.0419,0.0154
27938,3,126113840,126113925,0.2212,0.0308,1.0,0.9194,0.0385,0.011
27939,3,126194095,126194188,0.04,0.0,0.1,0.0049,0.0,0.0
27940,3,126194204,126194254,0.0457,0.0,0.0095,0.015,0.0,0.0
27941,3,126194255,126194333,0.0244,0.0086,0.0278,0.0143,0.0041,0.0
27942,3,126194555,126194644,0.075,0.0,0.0247,0.0174,0.0119,0.0
27943,3,126194645,126194696,0.0265,0.0,0.0244,0.0207,0.0069,0.0119
27944,3,126243194,126243269,0.0243,0.0,0.0092,0.0269,0.0,0.0
27945,3,126260606,126260653,0.8955,0.9615,0.8438,0.9695,0.9375,0.9637
27946,3,126373634,126373703,0.0357,0.0,0.0114,0.0223,0.0051,0.0
27947,3,126373860,126373899,0.0421,0.0,0.0087,0.0,0.0111,0.0
27948,3,126423136,126423221,0.0135,0.0,0.0093,0.003,0.0,0.0106
27949,3,126701503,126701571,0.0179,0.0,0.0347,0.0166,0.0,0.0
27950,3,126701740,126701845,0.0,0.0,0.0,0.0143,0.0,0.0
27951,3,126701869,126701926,0.0605,0.0,0.0132,0.0052,0.0,0.0
27952,3,126701999,126702101,0.0176,0.0114,0.017,0.0143,0.0014,0.0
27953,3,126702120,126702179,0.025,0.0103,0.02,0.0136,0.0,0.0
27954,3,126702203,126702235,0.04,0.0,0.0,0.02,0.0,0.0
27955,3,126702236,126702342,0.0,0.0083,0.0098,0.0136,0.0,0.0
27956,3,126702366,126702431,0.0457,0.0,0.0526,0.0168,0.0,0.0
27957,3,126702592,126702649,0.0192,0.0139,0.0245,0.0264,0.0,0.0
27958,3,126703147,126703238,0.0347,0.0208,0.0794,0.006,0.0256,0.0088
27959,3,126732974,126733042,1.0,0.8889,0.9688,0.8932,0.9429,0.7246
27960,3,126854731,126854812,0.0125,0.0125,0.0455,0.0242,0.0809,0.0417
27961,3,127056955,127057070,0.9302,0.1204,0.9725,0.9558,0.0505,0.284
27962,3,127057071,127057148,0.9236,0.1185,0.9574,0.9339,0.125,0.1912
27963,3,127308977,127309014,0.0246,0.0,0.0201,0.0204,0.0,0.0174
27964,3,127309015,127309057,0.0296,0.0,0.0262,0.0165,0.0,0.0
27965,3,127309469,127309518,0.0369,0.0149,0.0298,0.011,0.0,0.0
27966,3,127317103,127317142,0.0345,0.0154,0.0296,0.0185,0.0,0.0
27967,3,127347774,127347809,0.1053,0.0267,0.0346,0.051,0.2326,0.0615
27968,3,127347847,127347929,0.0072,0.0171,0.0,0.0246,0.0239,0.0
27969,3,127347940,127348019,0.0251,0.0099,0.0059,0.0511,0.0586,0.0708
27970,3,127348020,127348068,0.059,0.0,0.0329,0.0169,0.0324,0.0128
27971,3,127348087,127348144,0.0144,0.0,0.0115,0.0132,0.0053,0.0182
27972,3,127348145,127348200,0.0265,0.0,0.0508,0.0194,0.0089,0.0
27973,3,127391566,127391601,0.0253,0.0,0.0289,0.0274,0.0049,0.0071
27974,3,127392073,127392138,0.0095,0.0256,0.0216,0.0143,0.0,0.0263
27975,3,127541927,127541993,0.0286,0.0157,0.0682,0.0125,0.0096,0.0
27976,3,127542014,127542065,0.0635,0.0,0.0584,0.0098,0.0,0.0
27977,3,127542066,127542113,0.0243,0.0,0.0167,0.0221,0.0,0.0
27978,3,127542114,127542147,0.0201,0.0,0.0038,0.0215,0.0,0.0
27979,3,127542165,127542247,0.015,0.0,0.033,0.0385,0.0,0.0
27980,3,127771135,127771184,0.0186,0.0,0.0422,0.0256,0.0,0.0
27981,3,127771232,127771267,0.0127,0.0,0.0111,0.0231,0.0,0.0
27982,3,127771433,127771482,0.0614,0.0065,0.012,0.0182,0.0,0.0
27983,3,127872283,127872320,0.0326,0.0,0.0632,0.0168,0.0,0.0
27984,3,128123217,128123315,0.4214,0.9394,0.5333,0.008,0.9615,0.9841
27985,3,128129910,128129984,0.0227,0.9667,0.0889,0.0388,1.0,0.9271
27986,3,128145407,128145558,0.0167,0.0,0.0167,0.0185,0.0,0.0
27987,3,128151745,128151792,0.7176,0.0,0.8788,0.6454,0.0,0.0
27988,3,128208440,128208487,0.0317,0.0,0.0267,0.0179,0.0,0.0
27989,3,128208852,128208934,0.025,0.0,0.0,0.0167,0.0,0.0
27990,3,128210669,128210730,0.0,0.0167,0.0288,0.0159,0.0606,0.0263
27991,3,128211380,128211450,0.0047,0.0068,0.0238,0.011,0.0296,0.0
27992,3,128211707,128211768,0.0351,0.0942,0.0254,0.0066,0.0,0.0
27993,3,128211993,128212050,0.0462,0.0714,0.0125,0.0267,0.0,0.2
27994,3,128212258,128212335,0.025,0.016,0.0075,0.0322,0.0536,0.0125
27995,3,128274129,128274178,0.8714,0.0,0.966,0.9623,0.014,0.0
27996,3,128274179,128274261,0.951,0.0,0.9885,0.9692,0.0,0.0
27997,3,128274656,128274737,0.9029,0.0,0.97,0.9672,0.0,0.0462
27998,3,128327148,128327219,0.0195,0.0,0.8243,0.0112,0.0122,0.0
27999,3,128369271,128369349,0.0211,0.0,0.0199,0.0078,0.0055,0.0
28000,3,128369350,128369404,0.0034,0.0064,0.0486,0.0203,0.0,0.0
28001,3,128445178,128445221,0.0222,0.0,0.008,0.0306,0.0,0.0
28002,3,128445602,128445648,0.0106,0.0,0.0381,0.0286,0.0,0.0052
28003,3,128462088,128462177,0.9167,0.9643,0.9598,0.9592,0.8936,0.9833
28004,3,128719995,128720125,0.0533,0.0,0.0,0.1834,0.1,0.0143
28005,3,128720445,128720478,0.074,0.0,0.0201,0.0693,0.0159,0.0
28006,3,128720532,128720629,0.0,0.0192,0.0513,0.1282,0.0513,0.0
28007,3,128720684,128720758,0.0341,0.0,0.0887,0.3046,0.0,0.0
28008,3,128720884,128720948,0.1043,0.0,0.028,0.2908,0.0,0.0
28009,3,128722689,128722804,0.125,0.0722,0.0143,0.1074,0.0484,0.0
28010,3,128746166,128746200,0.0514,0.0,0.2293,0.0246,0.0,0.0
28011,3,128764586,128764651,0.6304,0.0125,0.6042,0.955,0.0263,0.0288
28012,3,128764718,128764791,0.28,0.0,0.375,0.9056,0.0,0.0143
28013,3,128765158,128765237,0.2697,0.1146,0.8143,0.9242,0.2167,0.3375
28014,3,128765247,128765351,0.1402,0.3857,0.9333,0.9024,0.4,0.0881
28015,3,128765684,128765770,0.2132,0.9279,0.9113,0.8966,0.9239,0.9919
28016,3,128840118,128840211,0.0441,0.0125,0.0134,0.0069,0.0139,0.0
28017,3,128901886,128901953,0.0211,0.0,0.0286,0.0291,0.0,0.0
28018,3,128968388,128968458,0.025,0.0,0.0154,0.0067,0.01,0.0
28019,3,128997635,128997739,0.0179,0.0,0.0455,0.0,0.0,0.0
28020,3,128997920,128997964,0.0203,0.0,0.0478,0.0067,0.0036,0.0055
28021,3,128998023,128998062,0.0338,0.0,0.0173,0.0173,0.0,0.0
28022,3,129033689,129033778,0.0857,0.0,0.0111,0.0111,0.0,0.0167
28023,3,129034092,129034168,0.0583,0.0,0.0,0.0056,0.0,0.0
28024,3,129034169,129034244,0.0266,0.0,0.0096,0.0109,0.0093,0.0
28025,3,129034353,129034420,0.0721,0.0,0.0057,0.0202,0.015,0.0
28026,3,129034797,129034876,0.0071,0.0,0.0,0.01,0.0,0.0
28027,3,129035242,129035301,0.019,0.0,0.0215,0.0092,0.0031,0.0
28028,3,129058227,129058304,0.9821,0.9722,0.8411,0.9593,1.0,0.963
28029,3,129158769,129158826,0.0299,0.0,0.0108,0.003,0.0,0.0
28030,3,129290558,129290632,0.891,0.9688,0.9116,0.8453,0.9767,0.9881
28031,3,129324250,129324327,0.033,0.0,0.0641,0.0154,0.0,0.0231
28032,3,129324501,129324609,0.0,0.0,0.0306,0.0,0.0,0.0
28033,3,129325393,129325441,0.0397,0.0082,0.0242,0.0192,0.0024,0.0
28034,3,129325442,129325483,0.0173,0.0051,0.0285,0.0171,0.0042,0.0
28035,3,129325484,129325534,0.0514,0.0083,0.0101,0.0286,0.0,0.0
28036,3,129325579,129325622,0.0,0.0317,0.0208,0.0143,0.0,0.0
28037,3,129345772,129345834,0.0261,0.0,0.9739,0.0197,0.0,0.0
28038,3,129612359,129612424,0.0593,0.0,0.0214,0.0151,0.0,0.0
28039,3,129612544,129612608,0.0333,0.0,0.0104,0.0,0.0,0.0
28040,3,129693834,129693953,0.1638,0.0549,0.2532,0.2838,0.0,0.0
28041,3,129694719,129694777,0.0192,0.1268,0.1898,0.0705,0.0926,0.1
28042,3,129721893,129721976,0.0317,0.0,0.0143,0.0,0.0,0.0
28043,3,129982814,129982876,0.9897,0.9817,0.9778,0.9859,0.985,0.9905
28044,3,130064586,130064684,0.0267,0.0,0.0455,0.4859,0.0065,0.0225
28045,3,130235975,130236044,0.0102,0.0136,0.019,0.0506,0.0062,0.0
28046,3,130465485,130465550,0.0864,0.0,0.0135,0.0173,0.0079,0.0
28047,3,131080863,131080930,0.9825,0.0116,0.9855,0.8991,0.0,0.0
28048,3,131100737,131100804,0.0541,0.0,0.0204,0.0104,0.0068,0.0078
28049,3,131221582,131221659,0.0,0.0,0.0267,0.0053,0.0,0.0
28050,3,131753881,131753952,0.0286,0.0,0.0102,0.011,0.0,0.0
28051,3,132136557,132136617,0.04,0.01,0.044,0.0176,0.0,0.0
28052,3,132379490,132379556,0.0308,0.0,0.0125,0.0161,0.0,0.0
28053,3,132757144,132757261,0.05,0.0079,0.0079,0.0046,0.006,0.0
28054,3,133292654,133292690,0.0338,0.0,0.0408,0.022,0.0051,0.0055
28055,3,133292809,133292853,0.0108,0.0,0.0269,0.0204,0.0037,0.0
28056,3,133292967,133293001,0.0462,0.0055,0.0301,0.0136,0.0,0.0
28057,3,133293232,133293296,0.019,0.0,0.0062,0.0102,0.0,0.0
28058,3,133380635,133380694,0.0227,0.0,0.02,0.0173,0.0,0.0
28059,3,133380695,133380757,0.0449,0.0,0.0417,0.026,0.0,0.0064
28060,3,133380758,133380819,0.0595,0.0,0.0133,0.0278,0.0,0.0
28061,3,133393398,133393477,0.0455,0.0125,0.0294,0.1028,0.0,0.02
28062,3,133465227,133465278,0.0359,0.0615,0.0205,0.7334,0.0044,0.0358
28063,3,133465279,133465385,0.075,0.0,0.0273,0.6404,0.0,0.0
28064,3,133524672,133524713,0.0238,0.0268,0.0278,0.0231,0.0,0.0133
28065,3,133613793,133613888,0.025,0.04,0.0143,0.0601,0.0,0.0
28066,3,133613920,133613967,0.0357,0.0049,0.023,0.0801,0.0222,0.0
28067,3,133614162,133614229,0.0764,0.0,0.0,0.0102,0.0,0.0
28068,3,133614710,133614809,0.0455,0.0,0.0,0.0076,0.0,0.0
28069,3,133646349,133646425,0.0642,0.0,0.0874,0.0414,0.0,0.0242
28070,3,133646426,133646460,0.025,0.0,0.0273,0.0214,0.0,0.0
28071,3,133748525,133748585,0.0588,0.0,0.0051,0.0447,0.0408,0.0078
28072,3,133748664,133748709,0.0402,0.0,0.0225,0.0213,0.0026,0.0066
28073,3,133748710,133748743,0.025,0.0188,0.0252,0.0232,0.0,0.0154
28074,3,133969144,133969202,0.0188,0.0,0.0063,0.0104,0.0,0.0074
28075,3,133969275,133969339,0.0382,0.0,0.0179,0.0037,0.0,0.0
28076,3,133969468,133969556,0.0444,0.0,0.0185,0.015,0.0,0.0
28077,3,133969688,133969737,0.0327,0.0178,0.0841,0.0142,0.0,0.0044
28078,3,133969738,133969772,0.0255,0.0083,0.0296,0.0231,0.0,0.0
28079,3,134031857,134031894,0.768,0.3486,0.98,0.8602,0.0473,0.1064
28080,3,134032281,134032330,0.0933,0.0,0.7684,0.8474,0.0133,0.0
28081,3,134125244,134125325,0.4358,0.0641,0.8682,0.2735,0.0706,0.1692
28082,3,134125595,134125631,0.0276,0.0,0.0346,0.0309,0.0061,0.0476
28083,3,134125671,134125738,0.0231,0.0625,0.1455,0.0161,0.0147,0.0083
28084,3,134514350,134514424,0.0506,0.0,0.0083,0.1557,0.0119,0.0076
28085,3,134514425,134514468,0.0175,0.0,0.0,0.0556,0.0,0.0
28086,3,134514570,134514639,0.0231,0.0,0.0709,0.7708,0.0,0.0208
28087,3,134514640,134514719,0.0304,0.0,0.0391,0.1588,0.0,0.0
28088,3,134515397,134515453,0.0268,0.0,0.0,0.0339,0.0,0.0114
28089,3,134515672,134515757,0.1376,0.0,0.037,0.0889,0.0062,0.0069
28090,3,135684667,135684743,0.0357,0.0,0.0157,0.0201,0.0,0.0
28091,3,135684744,135684785,0.0192,0.0,0.0364,0.033,0.0,0.0
28092,3,135684821,135684915,0.0,0.0,0.025,0.04,0.0,0.0
28093,3,135902993,135903061,0.9956,0.9714,0.9833,0.9338,0.945,0.9556
28094,3,135914321,135914372,0.0304,0.0,0.0308,0.0127,0.0,0.0
28095,3,135914404,135914488,0.02,0.0,0.0258,0.0192,0.0,0.0
28096,3,136470612,136470645,0.0169,0.0,0.0035,0.0191,0.0,0.0
28097,3,136470819,136470896,0.0445,0.0,0.0269,0.0186,0.0,0.0
28098,3,136470897,136470936,0.0259,0.0,0.0357,0.0125,0.0,0.0
28099,3,136471243,136471299,0.0244,0.0,0.0175,0.014,0.016,0.0
28100,3,136537782,136537877,0.0,0.0,0.0102,0.0,0.0,0.0
28101,3,136538878,136538954,0.0312,0.0,0.0196,0.017,0.0,0.1
28102,3,136581385,136581478,0.0214,0.0,0.0389,0.0138,0.0,0.0
28103,3,137489929,137490010,0.0273,0.0051,0.0179,0.0478,0.0294,0.0
28104,3,137490448,137490529,0.0284,0.0192,0.0397,0.0625,0.0201,0.0128
28105,3,137834040,137834126,0.0089,0.0,0.032,0.0127,0.0,0.0
28106,3,137834127,137834187,0.0306,0.0081,0.0168,0.0105,0.0,0.0155
28107,3,138067165,138067234,0.0,0.0,0.028,0.0098,0.0,0.0
28108,3,138067235,138067292,0.027,0.0042,0.0315,0.0291,0.0,0.0
28109,3,138067593,138067644,0.0368,0.0,0.0071,0.2168,0.0,0.0143
28110,3,138067708,138067750,0.0333,0.0278,0.0108,0.1668,0.0139,0.0035
28111,3,138153292,138153336,0.1077,0.0,0.3455,0.0794,0.0,0.0
28112,3,138153337,138153403,0.0083,0.0,0.0788,0.0392,0.0,0.0
28113,3,138154261,138154358,0.0494,0.0185,0.6449,0.9123,0.0076,0.0
28114,3,138312991,138313052,0.04,0.0,0.0429,0.0098,0.0077,0.0
28115,3,138327794,138327825,0.05,0.0,0.0,0.0225,0.0207,0.0
28116,3,138327826,138327880,0.025,0.0,0.0118,0.0147,0.0,0.0053
28117,3,138327912,138327996,0.008,0.0,0.0204,0.0,0.0,0.0167
28118,3,138328064,138328108,0.0098,0.0,0.0476,0.0252,0.0202,0.0
28119,3,138328109,138328172,0.0095,0.0119,0.023,0.0149,0.0,0.0
28120,3,138503837,138503932,0.9805,0.8903,0.9867,0.9548,0.8986,0.9577
28121,3,138553170,138553257,0.075,0.0062,0.0167,0.0041,0.0,0.0
28122,3,138553475,138553513,0.022,0.0,0.026,0.028,0.0,0.0
28123,3,138553936,138554009,0.0,0.0,0.0182,0.0143,0.0,0.0571
28124,3,138634386,138634472,0.0333,0.0052,0.0389,0.0132,0.0,0.0179
28125,3,138634677,138634758,0.0069,0.0,0.0231,0.0222,0.0,0.0
28126,3,138654911,138654960,0.0286,0.0,0.0571,0.0171,0.0138,0.0
28127,3,138654961,138655002,0.0278,0.0,0.02,0.0167,0.0062,0.0
28128,3,138657496,138657563,0.1346,0.1158,0.0842,0.249,0.0171,0.041
28129,3,138658345,138658421,0.2043,0.0088,0.1061,0.2224,0.0,0.0196
28130,3,138663978,138664079,0.0449,0.007,0.0493,0.5499,0.0139,0.0822
28131,3,138664417,138664462,0.6869,0.0417,0.1029,0.7778,0.0315,0.0
28132,3,138664760,138664811,0.0357,0.0053,0.0153,0.2486,0.0,0.0034
28133,3,138665021,138665056,0.0811,0.026,0.0446,0.5215,0.0218,0.0293
28134,3,138665330,138665411,0.2167,0.0,0.0556,0.6127,0.0139,0.0
28135,3,138666107,138666176,0.0333,0.0,0.0875,0.4178,0.0,0.0
28136,3,138669110,138669155,0.0345,0.0,0.0214,0.0365,0.0,0.0
28137,3,138724967,138725040,0.8873,0.6188,0.9821,0.9714,0.6324,0.8611
28138,3,138725274,138725342,0.9054,0.8067,0.9271,0.9656,0.8023,0.8082
28139,3,138739360,138739433,0.9412,0.4737,0.8523,0.9676,0.7452,0.6667
28140,3,139062944,139063021,0.0098,0.0192,0.0197,0.0168,0.0,0.0
28141,3,139653859,139653921,0.0,0.0,0.0455,0.0152,0.0,0.0
28142,3,139653922,139653991,0.0139,0.0085,0.0513,0.0074,0.0,0.0
28143,3,140660818,140660874,0.0284,0.0,0.0254,0.014,0.0063,0.0
28144,3,140770132,140770212,0.0309,0.0267,0.0351,0.0133,0.0,0.0054
28145,3,140770222,140770302,0.0125,0.0,0.05,0.0,0.0,0.0
28146,3,140770370,140770423,0.0387,0.0,0.0112,0.0127,0.0276,0.0
28147,3,140770432,140770489,0.0205,0.0036,0.0289,0.0094,0.0077,0.0
28148,3,140770588,140770663,0.0263,0.0,0.019,0.0034,0.0,0.0
28149,3,140770664,140770708,0.0435,0.0,0.0118,0.0292,0.0,0.0154
28150,3,140950579,140950624,0.0229,0.0,0.006,0.04,0.0,0.0075
28151,3,140950643,140950680,0.0,0.0,0.0135,0.025,0.0,0.0
28152,3,140951029,140951092,0.0459,0.0,0.0286,0.0141,0.0154,0.0
28153,3,141120984,141121084,0.0519,0.0,0.0361,0.0354,0.0,0.0
28154,3,141121085,141121121,0.0376,0.0,0.0383,0.0192,0.0,0.0
28155,3,141121269,141121322,0.0549,0.0,0.0165,0.0151,0.0128,0.0087
28156,3,141121323,141121408,0.0157,0.0,0.0741,0.0189,0.0,0.0
28157,3,141121417,141121502,0.0179,0.0,0.0612,0.018,0.0,0.0
28158,3,141121523,141121638,0.0143,0.0,0.0,0.0129,0.0,0.0
28159,3,141206321,141206374,0.0179,0.0,0.019,0.007,0.0062,0.0
28160,3,141497184,141497245,0.9763,0.9806,0.961,0.9655,0.9699,0.9815
28161,3,141595330,141595370,0.0231,0.0,0.0186,0.0173,0.0,0.0
28162,3,141595981,141596032,0.0286,0.0,0.0222,0.0078,0.0,0.05
28163,3,141761879,141761980,0.9788,0.9814,0.978,0.9807,0.9636,0.981
28164,3,141944097,141944184,0.0333,0.0,0.0394,0.0129,0.0,0.0
28165,3,142166861,142166893,0.0087,0.0,0.0167,0.0478,0.0,0.0
28166,3,142297615,142297663,0.0283,0.0,0.0282,0.0243,0.0,0.0132
28167,3,142297729,142297783,0.0461,0.0,0.0357,0.0038,0.0,0.0
28168,3,142607853,142607915,0.0596,0.0,0.0446,0.0157,0.0,0.0035
28169,3,142681988,142682074,0.1151,0.0074,0.0948,0.2092,0.0074,0.0179
28170,3,142682443,142682556,0.0116,0.0,0.0066,0.0078,0.0,0.0058
28171,3,142838309,142838382,0.0343,0.0,0.0246,0.0125,0.0,0.0
28172,3,142838596,142838644,0.0366,0.0056,0.0045,0.0426,0.0,0.0072
28173,3,142839223,142839326,0.0074,0.0,0.0446,0.013,0.0,0.0157
28174,3,142839494,142839574,0.0314,0.0,0.0306,0.0217,0.0,0.0
28175,3,142839690,142839760,0.1503,0.0,0.0556,0.0899,0.0159,0.0
28176,3,143690584,143690628,0.0649,0.0,0.0375,0.0177,0.0,0.0
28177,3,144123522,144123590,0.9765,0.9619,0.113,0.5829,0.9692,0.9793
28178,3,145051201,145051278,0.0611,0.8083,0.2857,0.8426,0.7636,0.86
28179,3,145578888,145578955,0.972,0.9355,0.0593,0.3612,0.7579,0.9123
28180,3,145878855,145878890,0.0279,0.0,0.1091,0.1201,0.0054,0.0
28181,3,145879053,145879078,0.032,0.0,0.1,0.0974,0.0,0.0
28182,3,145968595,145968691,0.0446,0.0,0.0714,0.258,0.0,0.0
28183,3,145968921,145968998,0.039,0.0,0.0727,0.3589,0.0182,0.0
28184,3,146967591,146967646,0.02,0.9034,0.7989,0.6415,0.9167,0.96
28185,3,147110099,147110181,0.1071,0.0,0.0435,0.0099,0.0,0.0225
28186,3,147111654,147111720,0.05,0.0,0.0435,0.5123,0.0111,0.0348
28187,3,147114102,147114194,0.0385,0.0093,0.1351,0.3111,0.0542,0.0312
28188,3,147126697,147126755,0.3394,0.2684,0.4935,0.8882,0.28,0.2343
28189,3,147127566,147127623,0.0455,0.0051,0.0457,0.1861,0.0476,0.0714
28190,3,147128274,147128330,0.051,0.0287,0.3333,0.3558,0.0694,0.0463
28191,3,147128352,147128422,0.0588,0.0144,0.7639,0.6582,0.0688,0.0256
28192,3,147128423,147128528,0.0735,0.0469,0.5385,0.291,0.0298,0.0152
28193,3,147707237,147707332,0.0373,0.9314,0.9902,0.9787,0.8533,1.0
28194,3,148289212,148289306,0.8636,0.9294,0.9565,0.9083,0.9429,1.0
28195,3,148415770,148415832,0.0463,0.0238,0.0333,0.0344,0.0093,0.0
28196,3,148415833,148415875,0.0184,0.0179,0.0073,0.0218,0.0043,0.0084
28197,3,148415876,148415904,0.025,0.0,0.0353,0.0249,0.0,0.0082
28198,3,148709236,148709362,0.0222,0.025,0.0267,0.0248,0.0,0.0
28199,3,148709418,148709465,0.0222,0.0,0.0133,0.0157,0.0072,0.0
28200,3,148709574,148709638,0.0116,0.0,0.0273,0.0084,0.0,0.0
28201,3,148709662,148709721,0.0282,0.0,0.0539,0.0144,0.0,0.0
28202,3,148709722,148709766,0.0452,0.0125,0.0267,0.0279,0.0,0.0
28203,3,149198685,149198771,0.9238,0.9857,0.9441,0.9444,0.9385,0.931
28204,3,149374710,149374798,0.213,0.7115,0.8549,0.9239,0.2917,0.6944
28205,3,149374799,149374871,0.0571,0.2857,0.8704,0.9054,0.0915,0.474
28206,3,149688010,149688047,0.0312,0.0,0.0185,0.0104,0.0,0.0
28207,3,149688369,149688457,0.0114,0.0091,0.0273,0.055,0.0,0.0
28208,3,149689029,149689077,0.0455,0.0,0.0211,0.0113,0.0052,0.0
28209,3,149689116,149689151,0.0222,0.0,0.025,0.0179,0.0,0.0
28210,3,149689152,149689229,0.0121,0.0,0.0331,0.0041,0.0,0.0069
28211,3,150125991,150126021,0.0359,0.0,0.0053,0.017,0.0,0.0111
28212,3,150127468,150127529,0.0095,0.0055,0.0122,0.0157,0.0238,0.0
28213,3,150128162,150128234,0.0357,0.0,0.021,0.0053,0.0,0.0
28214,3,150128334,150128381,0.0336,0.0,0.0417,0.023,0.0,0.0
28215,3,150128382,150128454,0.0833,0.0098,0.023,0.0075,0.0,0.0
28216,3,150128455,150128512,0.0307,0.0,0.006,0.0321,0.0,0.0127
28217,3,150321308,150321356,0.0275,0.0,0.0332,0.0148,0.0,0.0039
28218,3,150321357,150321407,0.031,0.0094,0.0161,0.0135,0.0,0.0
28219,3,150421647,150421730,0.0359,0.0192,0.0172,0.0347,0.0,0.0
28220,3,150421731,150421776,0.0303,0.0,0.025,0.0088,0.0,0.0
28221,3,150480462,150480506,0.0199,0.0,0.0386,0.0189,0.0,0.0
28222,3,150480550,150480614,0.032,0.0,0.047,0.0241,0.0,0.0
28223,3,150480690,150480758,0.0286,0.0,0.0312,0.0268,0.0,0.0
28224,3,150480759,150480782,0.0129,0.0,0.0217,0.0122,0.0,0.0133
28225,3,150480827,150480876,0.0647,0.0,0.0139,0.0184,0.0074,0.0085
28226,3,150803011,150803065,0.0226,0.0,0.0155,0.0214,0.0,0.0087
28227,3,150803340,150803378,0.0342,0.0,0.0128,0.0238,0.0,0.0
28228,3,150803379,150803433,0.0301,0.0,0.0299,0.0117,0.0,0.0
28229,3,150803434,150803503,0.019,0.0556,0.018,0.0247,0.0,0.0
28230,3,150803537,150803583,0.0252,0.0,0.0102,0.0119,0.0,0.0
28231,3,150804479,150804539,0.0088,0.0,0.0064,0.0328,0.0,0.0303
28232,3,150804765,150804822,0.0091,0.0167,0.0,0.0052,0.0,0.0
28233,3,150804970,150805033,0.0625,0.0,0.0,0.0301,0.0185,0.0102
28234,3,151645963,151646000,0.9825,0.9651,0.549,0.9486,0.9619,0.9794
28235,3,151913993,151914105,0.9065,1.0,0.9829,0.9506,1.0,0.9167
28236,3,151986448,151986511,0.0952,0.0,0.0317,0.0274,0.0,0.0
28237,3,151986995,151987051,0.0079,0.0,0.0208,0.0133,0.0072,0.0123
28238,3,152756703,152756795,0.05,0.98,0.2875,0.48,0.9571,1.0
28239,3,152879898,152879942,0.1098,0.0,0.021,0.0273,0.0,0.0111
28240,3,152880093,152880153,0.3956,0.0124,0.0244,0.0299,0.0,0.0
28241,3,152880154,152880226,0.6111,0.0,0.0203,0.0561,0.0,0.0
28242,3,152880263,152880298,0.6467,0.0,0.015,0.0857,0.0182,0.0
28243,3,152986588,152986685,0.6389,0.9841,0.9222,0.8697,0.9646,1.0
28244,3,154042051,154042096,0.0625,0.0,0.0196,0.0107,0.0,0.0
